Umean,Umax,Umed,Tstart,Ttotal,Dtotal,Dispmed,dEmax,Iswim,Ibike,Turnsmed,Turnsmin,Turnsmean,Grademed,Activity,Athlete,FileID
6.962113274,25.01497026,6.970912706,9.594722221,1.499722221,37068.61093,1301.734879,322.4,0,0,0.737342805,0.20599888,0.623543472,0.012731038,ride,Adam,20121208-173538
5.716437633,14.11840471,5.502667053,11.29527778,0.07138889,1452.014354,651.6395764,5.3,0,0,0.448783151,0.448783151,0.448783151,0.009369017,ride,Adam,20130103-191740
6.035916681,17.93121914,5.915158959,23.15166667,0.063611113,1377.093829,808.4192947,5.6,0,0,0.587047359,0.587047359,0.587047359,0.009325534,ride,Adam,20130104-070903
8.365965397,18.33206191,8.717601238,14.50611111,2.713888893,80814.00248,1273.591993,348.2,0,0,0.590068751,0.135442116,0.564681348,0.014902048,ride,Adam,20130105-223019
5.687372232,9.167740343,5.826285972,11.03111111,0.07138889,1461.654697,229.7131606,5.5,0,0,0.477254074,0.379094189,0.477254074,0.013131857,ride,Adam,20130110-190151
5.589499444,18.20356313,5.465252201,21.1525,0.070833335,1433.782551,403.072825,5.6,0,0,0.742574749,0.724268442,0.742574749,0.013686059,ride,Adam,20130111-050908
7.969488142,24.15437359,7.892494861,9.176388888,2.808888889,80591.99956,619.4542425,201.7,0,0,0.955849658,0.16445901,0.855165983,0.026039982,ride,Adam,20130112-171034
7.614223113,24.82728196,8.413883012,14.19055555,3.158888893,86626.76188,325.0253882,804.5,0,0,0.592281529,0.028937645,0.558157008,0.021938958,ride,Adam,20130120-221124
7.609612443,21.23979522,7.386180256,10.04472222,3.281388874,89916.8245,518.2180646,262,0,0,0.867770919,0.060706635,0.778215702,0.021775513,ride,Adam,20130126-180240
7.687468412,15.54669221,7.717739502,9.145555554,1.734722226,46958.74518,2814.107736,238,0,0,0.794718246,0.256803776,0.756404203,0.015261612,ride,Adam,20130203-170838
6.329814803,24.98478091,5.667837731,7.127777777,2.878888884,65719.57671,304.108293,866.7,0,0,0.609037175,0.072857651,0.589375456,0.048245333,ride,Adam,20130205-150739
7.423827929,22.84270519,6.944538936,9.187222221,3.244722225,86755.40283,442.6714956,157.9,0,0,0.830420834,0.041238861,0.728587594,0.022150835,ride,Adam,20130209-171113
7.736592731,22.21445628,7.57119558,9.179166664,2.278333331,63828.91722,2068.760985,159.2,0,0,0.610385406,0.128789132,0.622445917,0.02046672,ride,Adam,20130216-171016
9.021194095,17.97814129,9.424280771,12.65555555,0.523333322,17008.5988,681.4500185,16.3,0,0,0.853537024,0.191996218,0.771261693,0.009734177,ride,Adam,20130216-203919
6.602158198,15.52103028,7.252514616,9.85,0.889166677,21134.60773,627.4053825,109.5,0,0,0.968897204,0.380440568,0.930662157,0.011580704,ride,Adam,20130223-175059
6.646987454,20.55643754,6.521805844,13.39305555,3.264722217,78123.2198,370.0794564,1136.2,0,0,0.702793622,0.153957683,0.665770543,0.040622405,ride,Adam,20130223-212310
7.525026122,23.7513558,7.567847814,9.306388887,3.05305555,82753.39995,550.1166189,146.7,0,0,0.912304155,0.097181647,0.783725428,0.016564048,ride,Adam,20130224-171822
7.284036653,32.75201254,6.901176845,9.201944444,4.646666665,122144.3064,326.3934252,717.7,0,0,0.604905696,0.021213025,0.575806021,0.03419971,ride,Adam,20130302-171206
8.118758948,25.37001414,8.606569722,8.222777777,3.906944423,114323.8852,521.893676,177.1,0,0,0.765601768,0.096515389,0.704338628,0.011346557,ride,Adam,20130309-161245
7.300920574,29.97229809,7.156205589,8.242777778,3.425833331,90107.25874,407.8050465,159.8,0,0,0.734128407,0.050051142,0.626882086,0.020354917,ride,Adam,20130316-161424
6.265367643,18.27431194,6.73018265,12.38694444,0.509166671,11517.62819,381.5709375,17.6,0,0,0.594527232,0.233666532,0.599425186,0.010011054,ride,Adam,20130316-202308
7.391709547,19.86727863,7.497827927,13.73916667,0.649722224,17302.37637,457.81454,87.3,0,0,0.728342932,0.271679875,0.678101062,0.02658518,ride,Adam,20130323-214420
9.297661604,22.23447096,9.438556103,8.446388888,1.215555553,39242.08066,3142.814532,278.1,0,0,0.6700004,0.226579401,0.665617398,0.028395601,ride,Adam,20130324-162641
7.430732267,31.97127425,7.557140583,6.590555554,2.323055556,62261.48726,562.2147536,262.1,0,0,0.847682818,0.112293017,0.732474556,0.020038624,ride,Adam,20130330-143522
5.89304326,26.38994894,5.32940588,8.22861111,1.881388891,40148.4849,309.395052,497,0,0,0.630580816,0.133472244,0.624950021,0.038020031,ride,Adam,20130406-161337
5.933859012,17.85425052,4.624488515,6.191388887,3.495277788,74673.98759,284.1211816,1223.5,0,0,0.605642921,0.130829466,0.594488502,0.057287807,ride,Adam,20130412-141124
7.96862378,28.67829066,8.100517206,12.98138889,3.934166662,112892.237,463.6378336,374.1,0,0,0.710289717,0.090661849,0.637249823,0.020209932,ride,Adam,20130413-205851
6.980825519,21.33869894,6.751003765,6.713055555,3.33805556,83888.57956,366.9978021,799.1,0,0,0.622867079,0.042875643,0.607777627,0.032891544,ride,Adam,20130420-144244
7.51813532,12.86880942,7.500902519,18.22638889,0.217777776,5909.972066,1749.4279,10.9,0,0,0.612312391,0.537695999,0.612312391,0.012104008,ride,Adam,20130428-021333
9.335985323,13.30398164,9.81069407,17.48416667,0.954722224,32304.62856,1778.714745,18.4,0,0,0.594164681,0.221798894,0.552686896,0.005710824,ride,Adam,20130429-012848
8.152425381,12.49921716,9.210275226,11.20472222,0.764444447,22307.70592,1726.024129,18.7,0,0,0.534999211,0.18922368,0.517991411,0.007754035,ride,Adam,20130430-191212
7.204097889,18.300045,6.381172942,16.18388889,0.640555557,16315.11885,1170.826964,99.1,0,0,0.412527145,0.364533962,0.406519639,0.042480887,ride,Adam,20130504-001058
8.261160136,21.05810516,8.175786308,7.744166667,3.015555558,88315.83649,1925.021582,289.5,0,0,0.515041999,0.0440123,0.470463391,0.022531809,ride,Adam,20130504-154438
7.158664339,18.92618576,6.901377767,8.215833331,1.819444444,45041.95637,1106.871811,501.6,0,0,0.510350076,0.167408947,0.506498402,0.036004934,ride,Adam,20130511-161249
7.06128229,23.47640347,6.976034401,7.868888889,4.794166666,114870.7818,1540.760402,783.3,0,0,0.534264818,0.071947056,0.505126591,0.021952704,ride,Adam,20130512-155152
7.826359396,18.16861123,8.075090014,17.73027778,1.444722218,40488.42501,1790.181618,322.3,0,0,0.556122667,0.206936504,0.532859401,0.016078375,ride,Adam,20130516-014345
7.035800774,22.80979036,6.957178323,8.236111111,2.711388887,66065.2777,1793.723462,626.6,0,0,0.561405889,0.107465178,0.514070766,0.028328064,ride,Adam,20130518-161406
