Umean,Umax,Umed,Tstart,Ttotal,Dtotal,Dispmed,dEmax,Iswim,Ibike,Turnsmed,Turnsmin,Turnsmean,Grademed,Var15,Var16,Var17
0.0043940567674449,0.0366877779440701,0.00250416476277917,11.8777777785435,0.912499998696148,7.28635830568422,0.0109516389088069,3,1,0,0.0067426368999249,0.00388105061516369,0.011088034069326,17.9766902679524,swim,Sam,20150711-035239
0.00226377925717936,0.0209893459867837,0.00124691395961765,7.82944444287568,0.513888889923692,2.06136607409644,0.014409055114213,0.900000000000006,1,0,0.0227048542250921,0.0227048542250921,0.0227048542250921,6.54762569145183,swim,Sam,20150902-154925
0.00132296137560901,0.0188285836035896,0.000604461136700548,15.5702777775005,0.640833333134651,1.46643034359576,0.0135320833431077,0.600000000000001,1,0,0.021780391176506,0.021780391176506,0.021780391176506,9.56207228758077,swim,Sam,20150906-233358
0.00283033200598653,0.0365622121513043,0.0018071767182849,15.0988888889551,1.06638889107853,6.61840719740538,0.0135000199983757,1.2,1,0,0.00795423446194655,0.00426409503629402,0.011511936296838,5.0775375688616,swim,Sam,20150911-230539
0.00260890250361912,0.0206284713296869,0.00144833032190616,8.16194444429129,0.799722223542631,3.99424900364884,0.0115284551070742,1.3,1,0,0.0141933653969689,0.00665278880106035,0.0141933653969689,5.48928594764634,swim,Sam,20150928-160940
0.0021029501914261,0.0147957092503167,0.00127619668398283,8.1708333324641,0.774166666902602,3.56342681525832,0.0122562858789766,1.3,1,0,0.0151464866793825,0.00651275894587445,0.0151464866793825,5.25024253274413,swim,Sam,20150930-161013
0.0024857447798435,0.0253506864581892,0.00139905779181543,8.12361110933125,0.739444445818663,2.37201922651,0.0112844499814162,0.900000000000006,1,0,0.0181530881114989,0.00848507120918368,0.0181530881114989,NaN,swim,Sam,20151014-160613
0.0031673299453761,0.0318233980207286,0.00177215297315907,8.34888888895512,0.758055556565523,3.87007166767074,0.0118615275152708,1.8,1,0,0.0150768946316215,0.00782682451885564,0.0150768946316215,6.156955642381,swim,Sam,20151019-162035
0.00288346996845745,0.0287689394859753,0.00129583296878613,8.20749999862164,0.984722223132849,3.62555322857014,0.0099336241139844,1,1,0,0.0171442349681678,0.00668966061436818,0.0171442349681678,NaN,swim,Sam,20151021-161219
0.00216541109207801,0.0323611147378056,0.00131631857595192,8.40722222160548,0.789166666567326,3.57074590109474,0.0122906515629386,1.8,1,0,0.0149363426476124,0.00780638418422999,0.0149363426476124,6.18959183029885,swim,Sam,20151026-162414
0.00120670601872812,0.0170237784033743,0.000755659389075743,8.37666666693985,1.07249999977648,1.76238814473645,0.00946880045328506,1,1,0,0.0242139649214255,0.00992512522182641,0.0242139649214255,NaN,swim,Sam,20151028-162216
0.000406418641287109,0.00657792559695952,0.000153545454126055,7.93916666507721,0.963333332911134,0.470545866186848,0.00413752952405114,1.1,1,0,0.0581138233256994,0.0581138233256994,0.0581138233256994,NaN,swim,Sam,20151030-155538
